,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2183,6844-DZKRF,2,Yes,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,Male,0,No,No,No,DSL,No,No,No,Yes,No,No
2184,4695-WJZUE,2,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes
2185,7619-ODSGN,24,Yes,Month-to-month,No,Electronic check,54.75,1338.15,Yes,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No
2186,5970-GHJAW,46,Yes,Two year,No,Credit card (automatic),19.95,862.4,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2187,8879-XUAHX,71,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2188,3689-MOZGR,29,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,No
2189,4195-PNGZS,69,Yes,Two year,No,Bank transfer (automatic),24.45,1718.2,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2190,5003-XZWWO,71,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2191,3988-RQIXO,1,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
2192,7622-FWGEW,56,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,Male,1,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2193,6922-NCEDI,56,Yes,One year,Yes,Mailed check,21.2,1238.65,No,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2194,2514-GINMM,1,Yes,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
2195,9891-NQDBD,28,Yes,One year,No,Mailed check,25.55,672.2,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2196,6131-IUNXN,19,Yes,Month-to-month,No,Mailed check,20.2,382.2,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2197,8548-AWOFC,66,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,Male,0,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes
2198,9798-DRYDS,17,Yes,One year,Yes,Mailed check,61.95,1070.7,No,Female,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No
2199,8532-UEFWH,52,Yes,Two year,No,Mailed check,25.75,1345.85,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2200,6296-DDOOR,19,Yes,One year,No,Electronic check,58.2,1045.25,No,Female,0,No,No,No,DSL,No,Yes,No,No,Yes,No
2201,7951-VRDVK,36,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2202,5931-FLJJF,7,Yes,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No
2203,4815-YOSUK,72,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2204,2659-VXMWZ,67,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2205,0380-NEAVX,34,Yes,One year,Yes,Electronic check,99.85,3343.15,No,Male,1,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
2206,3207-OYBWH,57,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
2207,4285-GYRQC,7,Yes,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,Female,0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No
2208,7216-EWTRS,1,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2209,4365-MSDYN,8,Yes,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2210,7036-TYDEC,69,Yes,Two year,No,Electronic check,104.0,7028.5,No,Female,0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2211,5802-ADBRC,50,Yes,One year,Yes,Mailed check,104.4,5232.9,No,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2212,8076-FEZKJ,10,Yes,One year,No,Mailed check,19.5,225.85,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2213,5197-YPYBZ,12,Yes,Two year,No,Credit card (automatic),25.25,274.7,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2214,8337-MSSXB,14,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes
2215,4312-GVYNH,70,No,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,Female,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
2216,8495-LJDFO,64,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,Female,1,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2217,0839-JTCUD,66,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2218,5494-WOZRZ,71,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
2219,1302-UHBDD,20,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,Male,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
2220,2234-EOFPT,72,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,Male,0,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes
2221,8619-IJNDK,71,Yes,Two year,No,Credit card (automatic),64.05,4492.9,No,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
2222,8378-LKJAF,38,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2223,8182-BJDSI,28,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes
2224,2528-HFYZX,17,Yes,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,Male,1,Yes,No,No,Fiber optic,No,Yes,No,No,No,No
2225,1153-GNOLC,33,No,One year,Yes,Electronic check,39.1,1309,No,Male,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,No
2226,3298-QEICA,23,No,Two year,No,Mailed check,34.6,813.45,No,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,Yes,No,No
2227,0788-DXBFY,58,Yes,One year,Yes,Electronic check,19.55,1108.8,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2228,3597-YASZG,70,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2229,3496-LFSZU,4,Yes,Month-to-month,No,Electronic check,70.5,294.2,No,Male,0,Yes,No,No,Fiber optic,No,No,No,No,No,No
2230,5242-UOWHD,45,Yes,Two year,No,Mailed check,20.35,929.2,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2231,2482-CZGBB,10,Yes,Month-to-month,Yes,Electronic check,70.0,740,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
2232,6479-SZPLM,36,Yes,Two year,No,Credit card (automatic),19.45,754.5,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2233,8097-VBQTZ,54,Yes,Month-to-month,Yes,Mailed check,69.9,3883.3,No,Male,0,No,No,No,DSL,Yes,Yes,No,Yes,Yes,No
2234,4500-HKANN,23,Yes,Two year,No,Mailed check,59.7,1414.2,No,Male,0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No
2235,9917-KWRBE,41,Yes,One year,Yes,Credit card (automatic),78.35,3211.2,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No
2236,3420-ZDBMA,5,Yes,Month-to-month,Yes,Mailed check,71.45,371.6,No,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No
2237,2212-LYASK,27,No,One year,Yes,Credit card (automatic),45.85,1246.4,No,Male,0,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes
2238,1393-IMKZG,1,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes
2239,8069-RHUXK,67,No,Two year,No,Credit card (automatic),35.7,2545.7,No,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,Yes,No,No
2240,3398-GCPMU,72,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,Female,1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2241,2908-WGAXL,56,Yes,Two year,Yes,Credit card (automatic),24.95,1468.9,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2242,3378-AJRAO,44,Yes,One year,No,Electronic check,24.85,1013.6,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2243,1013-QCWAM,66,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2244,0866-QLSIR,34,Yes,One year,Yes,Mailed check,64.4,2088.75,Yes,Female,0,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No
2245,6050-FFXES,69,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2246,7181-BQYBV,1,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2247,0362-RAOQO,40,Yes,Two year,No,Credit card (automatic),19.65,830.25,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2248,9554-DFKIC,30,Yes,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No
2249,5527-ACHSO,11,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,Female,0,No,No,No,DSL,No,No,No,Yes,Yes,Yes
2250,0829-DDVLK,15,Yes,One year,No,Credit card (automatic),20.1,302.45,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2251,1399-UBQIU,11,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,Male,0,No,No,No,DSL,No,No,Yes,No,Yes,Yes
2252,1813-JLKWR,64,Yes,One year,No,Bank transfer (automatic),19.8,1336.65,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2253,0336-PIKEI,72,Yes,Two year,No,Bank transfer (automatic),74.4,5360.75,No,Male,1,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No
2254,7322-OCWHC,72,Yes,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
2255,9537-VHDTA,1,Yes,Month-to-month,No,Mailed check,51.2,51.2,No,Female,0,No,Yes,No,DSL,Yes,No,No,No,No,No
2256,4957-TIALW,15,Yes,One year,No,Credit card (automatic),65.6,1010,No,Female,0,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
2257,2054-PJOCK,60,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,Female,0,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes
2258,9150-HEPMB,56,Yes,One year,No,Mailed check,52.7,3019.7,No,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,No
2259,9030-QGZNL,8,Yes,Two year,No,Mailed check,20.85,161.65,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2260,6204-IEUXJ,3,Yes,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,Female,0,No,No,No,Fiber optic,No,No,Yes,Yes,No,No
2261,3126-WQMGH,49,Yes,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,Female,0,Yes,No,Yes,DSL,No,No,No,No,No,No
2262,4529-CKBCL,2,Yes,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
2263,2506-CLAKW,6,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,Female,0,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2264,7176-WRTNX,70,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2265,1583-IHQZE,12,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2266,5732-IKGQH,52,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,Male,1,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2267,9239-GZHZE,72,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2268,7205-BAIAD,40,Yes,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2269,0151-ONTOV,1,Yes,Month-to-month,No,Mailed check,70.9,70.9,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
2270,4140-MUHUG,3,Yes,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,Female,1,No,No,No,Fiber optic,No,No,Yes,No,Yes,No
2271,0093-EXYQL,40,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
2272,8064-RAVOH,1,Yes,Month-to-month,Yes,Electronic check,49.85,49.85,No,Male,0,No,Yes,No,DSL,No,No,Yes,No,No,No
2273,0219-QAERP,30,Yes,One year,No,Credit card (automatic),19.8,576.65,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2274,0320-JDNQG,23,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,Male,0,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
2275,7180-PISOG,1,Yes,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,Male,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No
2276,9168-INPSZ,44,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2277,3571-RFHAR,65,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2278,0015-UOCOJ,7,Yes,Month-to-month,Yes,Electronic check,48.2,340.35,No,Female,1,No,No,No,DSL,Yes,No,No,No,No,No
2279,5334-AFQJB,72,Yes,Two year,Yes,Credit card (automatic),25.1,1789.9,No,Male,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2280,2754-SDJRD,8,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,Female,1,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
2281,9578-VRMNM,16,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,Female,0,No,No,Yes,DSL,No,No,Yes,No,No,Yes
2282,1587-FKLZB,66,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,Male,1,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2283,6140-QNRQQ,1,Yes,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
2284,8963-JLGJT,3,Yes,Month-to-month,No,Mailed check,55.9,157.55,No,Male,0,No,Yes,No,DSL,Yes,No,Yes,No,No,No
2285,4307-KTUMW,53,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
2286,1465-LNTLJ,8,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,Male,1,Yes,No,No,DSL,No,No,Yes,Yes,No,Yes
2287,5440-FLBQG,69,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2288,2135-DQWAQ,5,Yes,Month-to-month,Yes,Mailed check,85.3,420.45,No,Female,0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No
2289,4056-QHXHZ,72,Yes,Two year,No,Mailed check,107.45,7576.7,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2290,7470-MCQTK,13,No,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,Female,0,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
2291,7488-MXJIV,4,Yes,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
2292,7401-JIXNM,54,Yes,Two year,No,Credit card (automatic),91.3,4965,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2293,9339-FIIJL,72,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2294,2027-FECZV,12,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2295,2672-DZUOY,1,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No
2296,4706-DGAHW,1,Yes,Month-to-month,No,Electronic check,45.2,45.2,No,Male,1,No,No,No,DSL,No,No,No,No,No,No
2297,3870-MQAMG,54,Yes,One year,No,Electronic check,110.35,5893.15,Yes,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2298,6670-MFRPK,69,Yes,Two year,Yes,Credit card (automatic),79.2,5420.65,No,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
2299,6177-PEVRA,48,Yes,Two year,No,Credit card (automatic),55.5,2627.35,No,Female,0,No,No,No,DSL,Yes,Yes,No,No,No,No
2300,4800-CZMPC,48,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
2301,4813-HQMGZ,8,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No,Female,0,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes
2302,7579-KKLOE,71,Yes,Two year,Yes,Mailed check,91.25,6589.6,No,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2303,7377-DMMRI,2,Yes,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,Male,0,No,No,No,DSL,Yes,No,No,No,No,No
2304,8402-EIVQS,67,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,Male,0,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
2305,4947-DSMXK,34,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410,No,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2306,7245-NIIWQ,3,Yes,Month-to-month,Yes,Electronic check,69.85,199.85,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
2307,0002-ORFBO,9,Yes,One year,Yes,Mailed check,65.6,593.3,No,Female,0,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No
2308,3324-OIRTO,71,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2309,5414-OFQCB,57,Yes,Two year,Yes,Credit card (automatic),90.45,5229.8,No,Male,0,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No
2310,4967-WPNCF,72,No,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,Male,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2311,8552-OBVRU,48,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No,Female,1,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2312,8499-BRXTD,18,Yes,One year,No,Mailed check,20.1,401.85,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2313,9154-QDGTH,43,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2314,8197-BFWVU,72,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2315,2577-GVSIL,35,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,Male,0,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
2316,9367-OIUXP,4,Yes,Month-to-month,No,Mailed check,20.7,73.05,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2317,6770-UAYGJ,49,Yes,Two year,No,Mailed check,25.25,1211.65,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2318,6463-HHXJR,71,Yes,Two year,No,Bank transfer (automatic),100.5,7030.65,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
2319,7928-VJYAB,11,Yes,Month-to-month,No,Electronic check,90.6,1020.2,No,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2320,1187-WILMM,63,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,No,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2321,9776-OJUZI,65,Yes,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,No,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
2322,1306-RPWXZ,49,Yes,Two year,No,Credit card (automatic),20.45,1024.65,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2323,8949-JTMAY,29,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2324,2774-LVQUS,15,Yes,Month-to-month,Yes,Electronic check,83.05,1258.3,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No
2325,3097-PYWXL,4,Yes,Month-to-month,Yes,Electronic check,19.95,82.9,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2326,2266-SJNAT,72,Yes,One year,No,Credit card (automatic),109.15,7789.6,No,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2327,0869-PAPRP,26,Yes,Month-to-month,Yes,Credit card (automatic),85.7,2067,No,Female,1,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No
2328,4238-JSSWH,35,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2329,2972-YDYUW,57,Yes,One year,No,Electronic check,94.7,5468.95,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
2330,1104-FEJAM,28,Yes,Month-to-month,No,Electronic check,64.4,1802.15,No,Male,0,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes
2331,2809-ILCYT,25,Yes,One year,Yes,Mailed check,26.8,733.55,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2332,5499-ECUTN,47,Yes,One year,Yes,Credit card (automatic),66.05,3021.45,No,Female,0,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No
2333,4981-FLTMF,57,Yes,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
2334,9121-PHQSR,16,Yes,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,No,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No
2335,3113-IWHLC,5,Yes,Month-to-month,Yes,Mailed check,55.8,274.35,No,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,No
2336,3211-ILJTT,17,Yes,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Yes,Male,0,Yes,No,No,Fiber optic,No,No,No,No,No,No
2337,4612-THJBS,56,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2338,4277-BWBML,72,Yes,Two year,No,Bank transfer (automatic),19.95,1322.85,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2339,4094-NSEDU,21,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
2340,0234-TEVTT,48,No,One year,No,Credit card (automatic),45.0,2196.3,No,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes
2341,4304-TSPVK,68,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2342,1552-AAGRX,30,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,No,Female,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2343,2637-FKFSY,3,Yes,Month-to-month,Yes,Mailed check,46.1,130.15,No,Female,0,Yes,No,No,DSL,No,No,No,No,No,No
2344,9796-MVYXX,14,No,Two year,No,Mailed check,39.7,692.35,No,Female,1,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
2345,7874-ECPQJ,4,Yes,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
